"date","state","cumu_cases","cumu_deaths","fips","daily_deaths","daily_cases","3_Day_MA_Ddeaths","7_Day_MA_Ddeaths","30_Day_MA_Ddeaths","3_Day_MA_Dcases","7_Day_MA_Dcases","30_Day_MA_Dcases"
2020-08-17,"AZ",194005,4506,4,0,468,28,50,59,761,926,1758
2020-08-18,"AZ",194920,4529,4,23,915,12,47,59,755,883,1710
2020-08-19,"AZ",195557,4634,4,105,637,43,41,62,673,873,1679
2020-08-20,"AZ",196280,4684,4,50,723,59,43,59,758,784,1587
2020-08-21,"AZ",196899,4688,4,4,619,53,38,57,660,740,1543
2020-08-22,"AZ",197895,4756,4,68,996,41,38,56,779,749,1498
2020-08-23,"AZ",198103,4771,4,15,208,29,38,54,608,652,1393
2020-08-24,"AZ",198414,4771,4,0,311,28,38,50,505,630,1279
2020-08-25,"AZ",199273,4792,4,21,859,12,38,50,459,622,1242
2020-08-26,"AZ",199459,4896,4,104,186,42,37,53,452,557,1188
2020-08-27,"AZ",200139,4929,4,33,680,53,35,51,575,551,1140
2020-08-28,"AZ",200658,4978,4,49,519,62,41,51,462,537,1080
2020-08-29,"AZ",201287,5007,4,29,629,37,36,46,609,485,1016
2020-08-30,"AZ",201661,5030,4,23,374,34,37,45,507,508,922
2020-08-31,"AZ",201835,5029,4,-1,174,17,37,43,392,489,827
2020-09-01,"AZ",202342,5044,4,15,507,12,36,43,352,438,796
2020-09-02,"AZ",202861,5065,4,21,519,12,24,43,400,486,779
2020-09-03,"AZ",203953,5130,4,65,1092,34,29,43,706,545,782
2020-09-04,"AZ",204681,5171,4,41,728,42,28,41,780,575,749
2020-09-05,"AZ",205516,5207,4,36,835,47,29,40,885,604,729
2020-09-06,"AZ",205766,5221,4,14,250,30,27,38,604,586,690
2020-09-07,"AZ",205964,5219,4,-2,198,16,27,36,428,590,662
2020-09-08,"AZ",206045,5221,4,2,81,5,25,36,176,529,637
2020-09-09,"AZ",206541,5251,4,30,496,10,27,37,258,526,634
2020-09-10,"AZ",207002,5273,4,22,461,18,20,36,346,436,609
2020-09-11,"AZ",207523,5288,4,15,521,22,17,31,493,406,603
2020-09-12,"AZ",208128,5315,4,27,605,21,15,31,529,373,578
2020-09-13,"AZ",208512,5322,4,7,384,16,14,30,503,392,560
2020-09-14,"AZ",208725,5322,4,0,213,11,15,28,401,394,536
2020-09-15,"AZ",209209,5344,4,22,484,10,18,28,360,452,522
2020-09-16,"AZ",209907,5371,4,27,698,16,17,29,465,481,530
2020-09-17,"AZ",211660,5409,4,38,1753,29,19,29,978,665,558
2020-09-18,"AZ",212942,5451,4,42,1282,36,23,27,1244,774,580
2020-09-19,"AZ",213551,5467,4,16,609,32,22,26,1215,775,576
2020-09-20,"AZ",214018,5476,4,9,467,22,22,26,786,787,571
2020-09-21,"AZ",214251,5478,4,2,233,9,22,24,436,789,545
2020-09-22,"AZ",214846,5498,4,20,595,10,22,24,432,805,558
2020-09-23,"AZ",215284,5525,4,27,438,16,22,25,422,768,562
2020-09-24,"AZ",215852,5559,4,34,568,27,21,26,534,599,553
2020-09-25,"AZ",216367,5587,4,28,515,30,19,23,507,489,564
2020-09-26,"AZ",216826,5622,4,35,459,32,22,23,514,468,556
2020-09-27,"AZ",217237,5623,4,1,411,21,21,22,462,460,553
2020-09-28,"AZ",217510,5624,4,1,273,12,21,21,381,466,541
2020-09-29,"AZ",218184,5632,4,8,674,3,19,20,453,477,551
2020-09-30,"AZ",218507,5650,4,18,323,9,18,21,423,460,556
2020-10-01,"AZ",219212,5674,4,24,705,17,16,21,567,480,562
2020-10-02,"AZ",219763,5693,4,19,551,20,15,21,526,485,563
2020-10-03,"AZ",220399,5705,4,12,636,18,12,19,631,510,548
2020-10-04,"AZ",220754,5706,4,1,355,11,12,18,514,502,536
2020-10-05,"AZ",221070,5707,4,1,316,5,12,17,436,509,518
2020-10-06,"AZ",221934,5713,4,6,864,3,12,16,512,536,539
2020-10-07,"AZ",222538,5733,4,20,604,9,12,17,595,576,552
2020-10-08,"AZ",223401,5743,4,10,863,12,10,17,777,598,579
2020-10-09,"AZ",224084,5746,4,3,683,11,8,16,717,617,585
2020-10-10,"AZ",224978,5759,4,13,894,9,8,16,813,654,599
2020-10-11,"AZ",225575,5759,4,0,597,5,8,16,725,689,602
2020-10-12,"AZ",226050,5759,4,0,475,4,7,15,655,711,597
2020-10-13,"AZ",226734,5767,4,8,684,3,8,15,585,686,607
2020-10-14,"AZ",227635,5772,4,5,901,4,6,15,687,728,630
2020-10-15,"AZ",228748,5789,4,17,1113,10,7,15,899,764,651
2020-10-16,"AZ",229486,5806,4,17,738,13,9,14,917,772,653
2020-10-17,"AZ",230407,5824,4,18,921,17,9,14,924,776,625
2020-10-18,"AZ",231149,5827,4,3,742,13,10,13,800,796,607
2020-10-19,"AZ",231897,5830,4,3,748,8,10,12,804,835,612
2020-10-20,"AZ",232937,5837,4,7,1040,4,10,12,843,886,631
2020-10-21,"AZ",233912,5854,4,17,975,9,12,13,921,897,655
2020-10-22,"AZ",234906,5859,4,5,994,10,10,12,1003,880,669
2020-10-23,"AZ",235882,5865,4,6,976,9,8,11,982,914,687
2020-10-24,"AZ",236772,5869,4,4,890,5,6,10,953,909,697
2020-10-25,"AZ",238163,5874,4,5,1391,5,7,10,1086,1002,727
2020-10-26,"AZ",238964,5875,4,1,801,3,6,8,1027,1010,738
2020-10-27,"AZ",240122,5891,4,16,1158,7,8,9,1117,1026,763
2020-10-28,"AZ",241165,5905,4,14,1043,10,7,9,1001,1036,788
2020-10-29,"AZ",242480,5918,4,13,1315,14,8,10,1172,1082,810
2020-10-30,"AZ",244045,5934,4,16,1565,14,10,9,1308,1166,851
2020-10-31,"AZ",245946,5979,4,45,1901,25,16,10,1594,1311,891
2020-11-01,"AZ",247473,5981,4,2,1527,21,15,10,1664,1330,924
2020-11-02,"AZ",248139,5982,4,1,666,16,15,9,1365,1311,925
2020-11-03,"AZ",249818,6020,4,38,1679,14,18,10,1291,1385,969
2020-11-04,"AZ",250633,6059,4,39,815,26,22,12,1053,1353,985
2020-11-05,"AZ",252768,6087,4,28,2135,35,24,12,1543,1470,1028
2020-11-06,"AZ",254764,6109,4,22,1996,30,25,13,1649,1531,1074
2020-11-07,"AZ",257339,6147,4,38,2575,29,24,13,2235,1628,1131
2020-11-08,"AZ",259264,6164,4,17,1925,26,26,14,2165,1684,1173
2020-11-09,"AZ",259699,6164,4,0,435,18,26,14,1645,1651,1157
2020-11-10,"AZ",263133,6192,4,28,3434,15,25,14,1931,1902,1252
2020-11-11,"AZ",265163,6228,4,36,2030,21,24,16,1966,2076,1304
2020-11-12,"AZ",266562,6240,4,12,1399,25,22,16,2288,1971,1328
2020-11-13,"AZ",269577,6257,4,17,3015,22,21,16,2148,2116,1398
2020-11-14,"AZ",273053,6300,4,43,3476,24,22,17,2630,2245,1477
2020-11-15,"AZ",275436,6302,4,2,2383,21,20,17,2958,2310,1532
2020-11-16,"AZ",276912,6302,4,0,1476,15,20,16,2445,2459,1550
2020-11-17,"AZ",279896,6312,4,10,2984,4,17,16,2281,2395,1625
2020-11-18,"AZ",283102,6365,4,53,3206,21,20,18,2555,2563,1707
2020-11-19,"AZ",287225,6384,4,19,4123,27,21,18,3438,2952,1810
2020-11-20,"AZ",291696,6427,4,43,4471,38,24,19,3933,3160,1926
2020-11-21,"AZ",295334,6457,4,30,3638,31,22,20,4077,3183,2014
2020-11-22,"AZ",299665,6464,4,7,4331,27,23,20,4147,3461,2126
2020-11-23,"AZ",302324,6464,4,0,2659,12,23,20,3543,3630,2185
2020-11-24,"AZ",306868,6515,4,51,4544,19,29,21,3845,3853,2290
2020-11-25,"AZ",310850,6524,4,9,3982,20,23,22,3728,3964,2396
2020-11-26,"AZ",314326,6568,4,44,3476,35,26,23,4001,3872,2473
2020-11-27,"AZ",318638,6588,4,20,4312,24,23,23,3923,3849,2582
2020-11-28,"AZ",322774,6624,4,36,4136,33,24,24,3975,3920,2676
2020-11-29,"AZ",325995,6634,4,10,3221,22,24,23,3890,3761,2732
2020-11-30,"AZ",326817,6639,4,5,822,17,25,22,2726,3499,2696
2020-12-01,"AZ",337139,6687,4,48,10322,21,25,24,4788,4324,2989
2020-12-02,"AZ",340979,6739,4,52,3840,35,31,25,4995,4304,3095
2020-12-03,"AZ",346421,6821,4,82,5442,61,36,27,6535,4585,3220
2020-12-04,"AZ",352101,6885,4,64,5680,66,42,28,4987,4780,3382
2020-12-05,"AZ",358900,6925,4,40,6799,62,43,28,5974,5161,3538
2020-12-06,"AZ",364276,6950,4,25,5376,43,45,28,5952,5469,3650
2020-12-07,"AZ",365843,6950,4,0,1567,22,44,27,4581,5575,3617
2020-12-08,"AZ",378157,6973,4,23,12314,16,41,27,6419,5860,3963
2020-12-09,"AZ",382601,7081,4,108,4444,44,49,31,6108,5946,4097
2020-12-10,"AZ",387529,7154,4,73,4928,68,48,32,7229,5873,4147
2020-12-11,"AZ",394512,7245,4,91,6983,91,51,34,5452,6059,4312
2020-12-12,"AZ",402589,7322,4,77,8077,80,57,36,6663,6241,4534
2020-12-13,"AZ",408442,7357,4,35,5853,68,58,37,6971,6309,4629
2020-12-14,"AZ",420248,7358,4,1,11806,38,58,35,8579,7772,4906
2020-12-15,"AZ",424382,7422,4,64,4134,33,64,37,7264,6604,4965
2020-12-16,"AZ",429219,7530,4,108,4837,58,64,41,6926,6660,5077
2020-12-17,"AZ",435036,7677,4,147,5817,106,75,46,4929,6787,5171
2020-12-18,"AZ",442671,7819,4,142,7635,132,82,48,6096,6880,5319
2020-12-19,"AZ",448231,7937,4,118,5560,136,88,52,6337,6520,5367
2020-12-20,"AZ",453597,7971,4,34,5366,98,88,51,6187,6451,5397
2020-12-21,"AZ",461345,7972,4,1,7748,51,88,50,6225,5871,5534
2020-12-22,"AZ",467215,8125,4,153,5870,63,100,55,6328,6119,5585
2020-12-23,"AZ",473273,8179,4,54,6058,69,93,57,6559,6293,5698
2020-12-24,"AZ",473997,8294,4,115,724,107,88,59,4217,5566,5571
2020-12-25,"AZ",486935,8409,4,115,12938,95,84,63,6573,6323,5870
2020-12-26,"AZ",493041,8424,4,15,6106,82,70,62,6589,6401,5957
2020-12-27,"AZ",494337,8427,4,3,1296,44,65,61,6780,5820,5857
2020-12-28,"AZ",504423,8469,4,42,10086,20,71,62,5829,6154,6055
2020-12-29,"AZ",507222,8640,4,171,2799,72,74,67,4727,5715,6041
2020-12-30,"AZ",512489,8718,4,78,5267,97,77,69,6051,5602,6189
2020-12-31,"AZ",520207,8864,4,146,7718,132,81,73,5261,6601,6102
2021-01-01,"AZ",530267,9015,4,151,10060,125,87,76,7682,6190,6310
2021-01-02,"AZ",539150,9061,4,46,8883,114,91,75,8887,6587,6424
2021-01-03,"AZ",556384,9061,4,0,17234,66,91,73,12059,8864,6809
2021-01-04,"AZ",561542,9064,4,3,5158,16,85,71,10425,8160,6755
2021-01-05,"AZ",567474,9317,4,253,5932,85,97,79,9441,8607,6773
2021-01-06,"AZ",574680,9444,4,127,7206,128,104,83,6099,8884,6961
2021-01-07,"AZ",584593,9741,4,297,9913,226,125,92,7684,9198,6881
2021-01-08,"AZ",596251,9938,4,197,11658,207,132,95,9592,9426,7122
2021-01-09,"AZ",607345,10036,4,98,11094,197,139,96,10888,9742,7327
2021-01-10,"AZ",618546,10141,4,105,11201,133,154,97,11318,8880,7468
2021-01-11,"AZ",627541,10147,4,6,8995,70,155,94,10430,9428,7498
2021-01-12,"AZ",636100,10482,4,335,8559,149,166,104,9585,9804,7589
2021-01-13,"AZ",641729,10673,4,191,5629,177,176,110,7728,9578,7383
2021-01-14,"AZ",649040,10855,4,182,7311,236,159,114,7166,9207,7489
2021-01-15,"AZ",658186,11040,4,185,9146,186,157,117,7362,8848,7632
2021-01-16,"AZ",666901,11248,4,208,8715,192,173,119,8391,8508,7729
2021-01-17,"AZ",673882,11266,4,18,6981,137,161,115,8281,7905,7707
2021-01-18,"AZ",679282,11265,4,-1,5400,75,160,111,7032,7392,7702
2021-01-19,"AZ",685699,11266,4,1,6417,6,112,110,6266,7086,7737
2021-01-20,"AZ",690544,11528,4,262,4845,87,122,119,5554,6974,7640
2021-01-21,"AZ",699942,11772,4,244,9398,169,131,122,6887,7272,7758
2021-01-22,"AZ",708041,12001,4,229,8099,245,137,127,7447,7122,7826
2021-01-23,"AZ",715357,12170,4,169,7316,214,132,129,8271,6922,8045
2021-01-24,"AZ",722574,12238,4,68,7217,155,139,128,7544,6956,7855
2021-01-25,"AZ",727895,12239,4,1,5321,79,139,127,6618,6945,7828
2021-01-26,"AZ",732643,12448,4,209,4748,93,169,134,5762,6706,7944
2021-01-27,"AZ",738561,12643,4,195,5918,135,159,139,5329,6860,7805
2021-01-28,"AZ",743232,12819,4,176,4671,193,150,139,5112,6184,7867
2021-01-29,"AZ",748260,13022,4,203,5028,191,146,143,5206,5746,7859
2021-01-30,"AZ",753379,13098,4,76,5119,152,133,141,4939,5432,7772
2021-01-31,"AZ",758404,13120,4,22,5025,100,126,137,5057,5119,7605
2021-02-01,"AZ",762145,13124,4,4,3741,34,126,135,4628,4893,7433
2021-02-02,"AZ",765083,13362,4,238,2938,88,131,143,3901,4634,6957
2021-02-03,"AZ",767379,13576,4,214,2296,152,133,150,2992,4117,6861
2021-02-04,"AZ",771796,13752,4,176,4417,209,133,148,3217,4081,6811
2021-02-05,"AZ",775622,13948,4,196,3826,195,132,150,3513,3909,6698
2021-02-06,"AZ",779093,14011,4,63,3471,145,130,142,3905,3673,6483
2021-02-07,"AZ",780637,14048,4,37,1544,99,133,137,2947,3176,6146
2021-02-08,"AZ",782887,14055,4,7,2250,36,133,134,2422,2963,5851
2021-02-09,"AZ",787268,14286,4,231,4381,92,132,138,2725,3169,5624
2021-02-10,"AZ",789245,14462,4,176,1977,138,127,144,2869,3124,5390
2021-02-11,"AZ",791106,14662,4,200,1861,202,130,139,2740,2759,5167
2021-02-12,"AZ",793532,14834,4,172,2426,183,127,139,2088,2559,5060
2021-02-13,"AZ",795323,14948,4,114,1791,162,134,136,2026,2319,4876
2021-02-14,"AZ",797270,14978,4,30,1947,105,133,131,2055,2376,4636
2021-02-15,"AZ",798608,14978,4,0,1338,48,132,124,1692,2246,4390
2021-02-16,"AZ",799740,14981,4,3,1132,11,99,124,1472,1782,4195
2021-02-17,"AZ",801055,15063,4,82,1315,28,86,127,1262,1687,4059
2021-02-18,"AZ",802198,15276,4,213,1143,99,88,134,1197,1585,3883
2021-02-19,"AZ",804116,15421,4,145,1918,147,84,130,1459,1512,3786
2021-02-20,"AZ",806163,15480,4,59,2047,139,76,124,1703,1549,3541
2021-02-21,"AZ",807967,15505,4,25,1804,76,75,117,1923,1528,3331
2021-02-22,"AZ",809474,15502,4,-3,1507,27,75,111,1786,1552,3137
2021-02-23,"AZ",810658,15650,4,148,1184,57,96,114,1498,1560,2936
2021-02-24,"AZ",811968,15693,4,43,1310,63,90,115,1334,1559,2802
2021-02-25,"AZ",812907,15814,4,121,939,104,77,112,1144,1530,2675
2021-02-26,"AZ",814528,15897,4,83,1621,82,68,108,1290,1487,2532
2021-02-27,"AZ",815707,15967,4,70,1179,91,70,105,1246,1363,2416
2021-02-28,"AZ",816782,15980,4,13,1075,55,68,99,1292,1259,2284
2021-03-01,"AZ",817821,15979,4,-1,1039,27,68,96,1098,1192,2148
2021-03-02,"AZ",818670,16060,4,81,849,31,59,98,988,1145,2009
2021-03-03,"AZ",819954,16089,4,29,1284,36,57,99,1057,1141,1927
2021-03-04,"AZ",821108,16185,4,96,1154,69,53,94,1096,1172,1868
2021-03-05,"AZ",823384,16269,4,84,2276,70,53,90,1571,1265,1867
2021-03-06,"AZ",825119,16323,4,54,1735,78,51,86,1722,1345,1777
2021-03-07,"AZ",826454,16328,4,5,1335,48,50,79,1782,1382,1694
2021-03-08,"AZ",827237,16328,4,0,783,20,50,77,1284,1345,1605
2021-03-09,"AZ",827800,16326,4,-2,563,1,38,76,894,1304,1572
2021-03-10,"AZ",828630,16404,4,78,830,25,45,78,725,1239,1525
2021-03-11,"AZ",830465,16464,4,60,1835,45,40,73,1076,1337,1440
2021-03-12,"AZ",831832,16519,4,55,1367,64,36,69,1344,1207,1420
2021-03-13,"AZ",832094,16546,4,27,262,47,32,63,1155,996,1366
2021-03-14,"AZ",832743,16553,4,7,649,30,32,57,759,898,1307
2021-03-15,"AZ",833381,16553,4,0,638,11,32,54,516,878,1269
2021-03-16,"AZ",833878,16574,4,21,497,9,35,53,595,868,1220
2021-03-17,"AZ",834323,16586,4,12,445,11,26,54,527,813,1190
2021-03-18,"AZ",834607,16645,4,59,284,31,26,55,409,592,1162
2021-03-19,"AZ",835030,16691,4,46,423,39,25,54,384,457,1132
2021-03-20,"AZ",835765,16733,4,42,735,49,27,49,481,524,1119
2021-03-21,"AZ",836253,16745,4,12,488,33,27,44,549,501,1071
2021-03-22,"AZ",836737,16745,4,0,484,18,27,42,569,479,1019
2021-03-23,"AZ",837244,16798,4,53,507,22,32,43,493,481,976
2021-03-24,"AZ",837849,16842,4,44,605,32,37,45,532,504,946
2021-03-25,"AZ",837987,16874,4,32,138,43,33,41,417,483,911
2021-03-26,"AZ",838558,16898,4,24,571,33,30,40,438,504,886
2021-03-27,"AZ",839334,16912,4,14,776,23,26,37,495,510,881
2021-03-28,"AZ",839888,16918,4,6,554,15,25,34,634,519,845
2021-03-29,"AZ",840492,16918,4,0,604,7,25,32,645,536,826
2021-03-30,"AZ",841078,16941,4,23,586,10,20,32,581,548,810
2021-03-31,"AZ",841811,16967,4,26,733,16,18,33,641,566,800
2021-04-01,"AZ",842192,16977,4,10,381,20,15,31,567,601,784
2021-04-02,"AZ",843132,16989,4,12,940,16,13,30,685,653,773
2021-04-03,"AZ",843838,16991,4,2,706,8,11,27,676,643,758
2021-04-04,"AZ",844302,16990,4,-1,464,4,10,24,703,631,697
2021-04-05,"AZ",844910,16990,4,0,608,0,10,22,593,631,660
2021-04-06,"AZ",845480,16996,4,6,570,2,8,22,547,629,634
2021-04-07,"AZ",846230,17023,4,27,750,11,8,23,643,631,633
2021-04-08,"AZ",846900,17055,4,32,670,22,11,24,663,673,637
2021-04-09,"AZ",848202,17062,4,7,1302,22,10,22,907,724,652
2021-04-10,"AZ",849021,17092,4,30,819,23,14,21,930,740,619
2021-04-11,"AZ",849561,17086,4,-6,540,10,14,19,887,751,591
2021-04-12,"AZ",850236,17086,4,0,675,8,14,18,678,761,605
2021-04-13,"AZ",850846,17105,4,19,610,4,16,18,608,767,603
2021-04-14,"AZ",851265,17109,4,4,419,8,12,19,568,719,596
2021-04-15,"AZ",851725,17123,4,14,460,12,10,18,496,689,595
2021-04-16,"AZ",852570,17153,4,30,845,16,13,19,575,624,608
2021-04-17,"AZ",853050,17151,4,-2,480,14,8,17,595,576,615
2021-04-18,"AZ",853761,17153,4,2,711,10,10,15,679,600,624
2021-04-19,"AZ",854453,17153,4,0,692,0,10,14,628,602,623
2021-04-20,"AZ",855155,17193,4,40,702,14,13,15,702,616,630
2021-04-21,"AZ",855804,17199,4,6,649,15,13,15,681,648,636
2021-04-22,"AZ",856451,17221,4,22,647,23,14,14,666,675,640
2021-04-23,"AZ",857347,17238,4,17,896,15,12,13,731,682,650
2021-04-24,"AZ",858076,17260,4,22,729,20,16,13,757,718,670
2021-04-25,"AZ",858737,17268,4,8,661,16,16,12,762,711,673
2021-04-26,"AZ",859487,17268,4,0,750,10,16,12,713,719,672
2021-04-27,"AZ",860169,17276,4,8,682,5,12,12,698,716,676
2021-04-28,"AZ",860772,17282,4,6,603,5,12,12,678,710,676
2021-04-29,"AZ",861653,17305,4,23,881,12,12,12,722,743,686
2021-04-30,"AZ",862497,17324,4,19,844,16,12,12,776,736,690
2021-05-01,"AZ",863571,17338,4,14,1074,19,11,12,933,785,713
2021-05-02,"AZ",863927,17344,4,6,356,13,11,12,758,741,693
2021-05-03,"AZ",864579,17344,4,0,652,7,11,12,694,727,691
2021-05-04,"AZ",865280,17355,4,11,701,6,11,12,570,730,699
2021-05-05,"AZ",866022,17360,4,5,742,5,11,12,698,750,704
2021-05-06,"AZ",866623,17367,4,7,601,8,9,12,681,710,705
2021-05-07,"AZ",867443,17391,4,24,820,12,10,12,721,707,707
2021-05-08,"AZ",868382,17407,4,16,939,16,10,12,787,687,716
2021-05-09,"AZ",868830,17409,4,2,448,14,9,12,736,700,688
2020-01-22,"AR",0,0,5,1,1,0,0,0,0,0,0
2020-01-23,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-01-24,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-01-25,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-01-26,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-01-27,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-01-28,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-01-29,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-01-30,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-01-31,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-01,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-02,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-03,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-04,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-05,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-06,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-07,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-08,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-09,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-10,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-11,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-12,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-13,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-14,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-15,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-16,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-17,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-18,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-19,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-20,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-21,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-22,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-23,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-24,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-25,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-26,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-27,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-28,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-02-29,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-03-01,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-03-02,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-03-03,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-03-04,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-03-05,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-03-06,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-03-07,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-03-08,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-03-09,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-03-10,"AR",0,0,5,0,0,0,0,0,0,0,0
2020-03-11,"AR",1,0,5,0,1,0,0,0,0,0,0
2020-03-12,"AR",6,0,5,0,5,0,0,0,2,1,0
2020-03-13,"AR",9,0,5,0,3,0,0,0,3,1,0
2020-03-14,"AR",12,0,5,0,3,0,0,0,4,2,0
2020-03-15,"AR",16,0,5,0,4,0,0,0,3,2,1
2020-03-16,"AR",17,0,5,0,1,0,0,0,3,2,1
2020-03-17,"AR",24,0,5,0,7,0,0,0,4,3,1
2020-03-18,"AR",37,0,5,0,13,0,0,0,7,5,1
2020-03-19,"AR",64,0,5,0,27,0,0,0,16,8,2
2020-03-20,"AR",100,0,5,0,36,0,0,0,25,13,3
2020-03-21,"AR",118,0,5,0,18,0,0,0,27,15,4
2020-03-22,"AR",164,0,5,0,46,0,0,0,33,21,5
2020-03-23,"AR",197,0,5,0,33,0,0,0,32,26,7
2020-03-24,"AR",230,2,5,2,33,1,0,0,37,29,8
2020-03-25,"AR",306,2,5,0,76,1,0,0,47,38,10
2020-03-26,"AR",349,3,5,1,43,1,0,0,51,41,12
2020-03-27,"AR",386,3,5,0,37,0,0,0,52,41,13
2020-03-28,"AR",409,5,5,2,23,1,1,0,34,42,14
2020-03-29,"AR",443,6,5,1,34,1,1,0,31,40,15
2020-03-30,"AR",504,7,5,1,61,1,1,0,39,44,17
2020-03-31,"AR",560,8,5,1,56,1,1,0,50,47,19
2020-04-01,"AR",614,10,5,2,54,1,1,0,57,44,20
2020-04-02,"AR",679,12,5,2,65,2,1,0,58,47,23
2020-04-03,"AR",738,12,5,0,59,1,1,0,59,50,25
2020-04-04,"AR",743,14,5,2,5,1,1,0,43,48,25
2020-04-05,"AR",853,16,5,2,110,1,1,1,58,59,28
2020-04-06,"AR",915,16,5,0,62,1,1,1,59,59,30
2020-04-07,"AR",993,18,5,2,78,1,1,1,83,62,33
2020-04-08,"AR",1071,18,5,0,78,1,1,1,73,65,36
2020-04-09,"AR",1127,21,5,3,56,2,1,1,71,64,38
2020-04-10,"AR",1202,24,5,3,75,2,2,1,70,66,40
2020-04-11,"AR",1234,27,5,3,32,3,2,1,54,70,41
2020-04-12,"AR",1307,29,5,2,73,3,2,1,60,65,43
2020-04-13,"AR",1410,30,5,1,103,2,2,1,69,71,47
2020-04-14,"AR",1498,32,5,2,88,2,2,1,88,72,49
2020-04-15,"AR",1583,33,5,1,85,1,2,1,92,73,52
2020-04-16,"AR",1635,37,5,4,52,2,2,1,75,73,54
2020-04-17,"AR",1702,40,5,3,67,3,2,1,68,71,56
2020-04-18,"AR",1777,41,5,1,75,3,2,1,65,78,57
2020-04-19,"AR",1781,40,5,-1,4,1,2,1,49,68,56
2020-04-20,"AR",1964,42,5,2,183,1,2,1,87,79,62
2020-04-21,"AR",2262,43,5,1,298,1,2,1,162,109,70
2020-04-22,"AR",2281,42,5,-1,19,1,1,1,167,100,69
2020-04-23,"AR",2465,45,5,3,184,1,1,1,167,119,74
2020-04-24,"AR",2810,47,5,2,345,1,1,2,183,158,83
2020-04-25,"AR",2909,48,5,1,99,2,1,2,209,162,85
2020-04-26,"AR",2941,49,5,1,32,1,1,2,159,166,85
2020-04-27,"AR",3055,50,5,1,114,1,1,2,82,156,88
2020-04-28,"AR",3121,52,5,2,66,1,1,2,71,123,89
2020-04-29,"AR",3192,59,5,7,71,3,2,2,84,130,90
2020-04-30,"AR",3255,61,5,2,63,4,2,2,67,113,90
2020-05-01,"AR",3310,64,5,3,55,4,2,2,63,71,90
2020-05-02,"AR",3372,72,5,8,62,4,3,2,60,66,90
2020-05-03,"AR",3431,76,5,4,59,5,4,2,59,70,90
2020-05-04,"AR",3469,80,5,4,38,5,4,2,53,59,91
2020-05-05,"AR",3496,83,5,3,27,4,4,2,41,54,88
2020-05-06,"AR",3611,87,5,4,115,4,4,2,60,60,90
2020-05-07,"AR",3665,88,5,1,54,3,4,2,65,59,89
2020-05-08,"AR",3747,88,5,0,82,2,3,2,84,62,89
2020-05-09,"AR",3984,90,5,2,237,1,3,2,124,87,95
2020-05-10,"AR",3984,91,5,1,0,1,2,2,106,79,93
2020-05-11,"AR",4043,94,5,3,59,2,2,2,99,82,94
